feature1	feature2	r	p	p_adj
Prevotellaceae_uncl(UCG-001)	CH4_ml	-0.2724031201202885	0.08903228838231268	0.2121936206445119
Erysipelotrichaceae_uncl	IsoButyrate_d	0.2707628262495131	0.09105040451327158	0.21628252234880127
Methanimicrococcus	IsoButyrate_d	-0.2699941047124524	0.09200825679785274	0.21783411791544605
Limosilactobacillus	Butyrate_d	0.26917483965016525	0.09303762084666317	0.21954422080978275
Treponema	CH4_p	0.2689312295728889	0.09334540894026623	0.21954594536937616
Bacteroidales_uncl	VFA_d	0.26737365944621255	0.09533188344665702	0.2234829398831468
Comamonas	Tot_gas	-0.26345845320370914	0.1004686812233765	0.23418993308277192
Eubacterium_nodatum	NH3N_d	0.26289603640123826	0.10122364381464057	0.23418993308277192
Methanobacteriaceae_uncl	ph	0.2628873160813725	0.1012353836200213	0.23418993308277192
Prevotellaceae_uncl(UCG-001)	CH4_p	-0.26275044123784624	0.1014197889688982	0.23418993308277192
Succiniclasticum	Acetate_Propionate	0.2626636187253292	0.10153689406385914	0.23418993308277192
Coprococcus	Butyrate_d	-0.26198341710091666	0.10245792061068613	0.23555438339755816
Shuttleworthia	ph	-0.26099984850181857	0.1038009853762703	0.237295510356562
Methanimicrococcus	Propionate_d	0.2609430050681587	0.10387901362462085	0.237295510356562
Dialister	ph	-0.25981576822689734	0.10543561295463963	0.2400842779062654
Prevotella_7	VFA_d	-0.25900731958630524	0.10656289095351629	0.24158501009277006
Prevotellaceae_uncl(UCG-001)	ph	0.2588591834420242	0.10677043802701446	0.24158501009277006
Clostridia_uncl(vadinBB60)	Valerate_d	-0.2585535614656218	0.10719960295215303	0.2417909025576953
Rikenellaceae_uncl(RC9_gut)	VFA_d	0.2579162196578266	0.10809879831506881	0.24305232954488742
Catenisphaera	ph	0.25619168872194625	0.1105605848259693	0.24780820736855186
Methanobrevibacter	VFA_d	0.25500774282647237	0.11227512431350149	0.2508647308879799
Catenisphaera	Butyrate_d	-0.2547152106596603	0.11270184054792579	0.2510336946784017
Pseudoscardovia	Butyrate_d	0.25360041532743	0.11433924393882386	0.2538899360753387
Sphaerochaeta	ph	0.25306301380006235	0.11513496595239615	0.2547101669176184
Megasphaera	CH4_p	0.2528037890442453	0.11552028727540574	0.2547101669176184
Comamonas	IsoButyrate_d	-0.2526312137930652	0.11577734859891743	0.2547101669176184
Lachnospiraceae_uncl(NK3A20)	Acetate_Propionate	-0.251973969104089	0.11676030725869958	0.2560847229753687
Bifidobacterium	CH4_ml	-0.2516268454015045	0.11728198868551401	0.2564422688383563
Selenomonas	Tot_gas	-0.25098554644067345	0.11825039342876943	0.2577714368950309
Lachnospiraceae_uncl(NK3A20)	CH4_ml	0.24935479357375895	0.12074004579718486	0.2623985797719975
Selenomonas	Acetate_Propionate	-0.2489075019594978	0.12142975211652379	0.2630977962524682
Methanobacteriaceae_uncl	CH4_p	0.24863900882297726	0.12184517611211455	0.26320030489474894
Prevotellaceae_uncl(YAB2003)	Acetate_Propionate	-0.24807402521704422	0.12272282464951761	0.2642976494710997
uncl(F082)	IsoValerate_d	-0.24689046250612778	0.12457673056435815	0.2667971734245338
Erysipelotrichaceae_uncl	Butyrate_d	-0.24685682225378333	0.12462972856474726	0.2667971734245338
Prevotellaceae_uncl(UCG-003)	VFA_d	0.24628231233240985	0.1255374383347209	0.2679381146547028
Lactobacillus	IsoValerate_d	0.2446489450527433	0.12814512236543893	0.272689769319312
uncl(NK4A214)	Propionate_d	0.24322042278738815	0.13045871929601546	0.27678927090994376
Selenomonas	Acetate_d	-0.24247970581474823	0.13167054186072757	0.2785338385515391
Selenomonas	Propionate_d	-0.24117702377685507	0.13382202854216094	0.2814199268730174
Fibrobacter	Acetate_Propionate	-0.24117700296105724	0.13382206312842787	0.2814199268730174
Eubacterium_nodatum	Acetate_Propionate	0.2394024374015371	0.1367947560225162	0.28682771424075976
Methanobrevibacter	IsoValerate_d	-0.23750299244886058	0.1400305270643861	0.292753879681392
Succiniclasticum	Tot_gas	0.23586543657862954	0.14286523355242348	0.297809451865839
Shuttleworthia	IsoButyrate_d	0.23490206825651808	0.14455250641634534	0.30038059792284727
Rhodospirillales_uncl	ph	0.23468262344160162	0.1449388899068284	0.30038059792284727
Prevotella_7	CH4_p	0.2342232504748801	0.14575018031352885	0.30074504379893896
Catenisphaera	Propionate_d	0.23395270373287447	0.1462295466074028	0.30074504379893896
Eubacterium_nodatum	VFA_d	0.23386983479816137	0.14637660873011296	0.30074504379893896
Prevotellaceae_uncl(YAB2003)	IsoValerate_d	-0.23337250562366302	0.14726146906146162	0.30169613289096003
Selenomonas	Valerate_d	0.23280597796426528	0.14827422410877497	0.3029030578222117
Pseudoscardovia	Propionate_d	-0.23223082975321566	0.14930760367527332	0.3033054815046691
Lachnospiraceae_uncl(NK3A20)	NH3N_d	-0.23222415808124142	0.1493196216638371	0.3033054815046691
Syntrophococcus	ph	0.2310211504567302	0.1514982555963612	0.3068590729501367
Prevotella	Acetate_Propionate	-0.2294684733257659	0.15434437193307632	0.3117407512207615
Eubacterium_nodatum	IsoValerate_d	-0.22860230220605549	0.15594893989614592	0.31399422790838194
Methanosphaera	CH4_ml	0.2283930535772083	0.15633838480473283	0.31399422790838194
Clostridia_uncl(UCG-014)	Butyrate_d	-0.2281022756439477	0.15688074358333187	0.31420092902544056
Candidatus_Saccharimonas	IsoValerate_d	-0.22344274920448104	0.16575928119293876	0.33105554763394196
Rhodospirillales_uncl	VFA_d	0.2227434800571956	0.16712239610529125	0.33269349134213017
Methanimicrococcus	Butyrate_d	-0.222545388515229	0.16751000962680682	0.33269349134213017
Megasphaera	ph	-0.22224350677134688	0.1681019594214597	0.33294432406189384
Syntrophococcus	Acetate_Propionate	0.22094852935658413	0.17065834219851947	0.3370737974363023
Christensenellaceae_uncl(R-7)	IsoButyrate_d	0.21981319130597282	0.17292247907159608	0.34001617977737647
Streptococcus	Tot_gas	-0.2197250526154212	0.17309914606848256	0.34001617977737647
Acinetobacter	Acetate_Propionate	-0.21915487406928158	0.1742451530628359	0.3413295464107607
Clostridia_uncl(UCG-014)	Tot_gas	0.21789518350331322	0.1767962744403028	0.3453246610169047
Acinetobacter	VFA_d	-0.2176722332975658	0.1772505602702154	0.3453246610169047
Erysipelotrichaceae_uncl	CH4_ml	0.21727503432260697	0.17806196395681434	0.3459627832313105
Treponema	Butyrate_d	0.21672843485252066	0.17918289857905798	0.34700007801695854
Negativicutes_uncl	CH4_p	0.21649775156099502	0.17965747860660825	0.34700007801695854
Acinetobacter	Valerate_d	-0.21613056537585473	0.1804147318013317	0.34700007801695854
uncl(Family_XIII_AD3011)	ph	-0.21607133147891872	0.1805371035277043	0.34700007801695854
Streptococcus	CH4_p	0.2154654692605308	0.1817921575656426	0.34847558353735775
Catenisphaera	CH4_ml	0.2142924183610184	0.18423978769073457	0.3505119206390344
Methanimicrococcus	NH3N_d	-0.21416171962830155	0.18451394000030705	0.3505119206390344
Methanobacteriaceae_uncl	VFA_d	0.2140209302797781	0.18480958238146575	0.3505119206390344
Fibrobacter	Acetate_d	-0.21397400427104646	0.18490819663177502	0.3505119206390344
Succiniclasticum	IsoButyrate_d	0.2137850767778963	0.18530560279937763	0.3505119206390344
Methanomicrobium	Butyrate_d	-0.21306938335501058	0.18681655187889062	0.35117466131695996
Prevotellaceae_uncl(YAB2003)	VFA_d	-0.21297556152174107	0.18701527120561373	0.35117466131695996
Clostridia_uncl(UCG-014)	CH4_ml	0.21292169309604553	0.18712943491155487	0.35117466131695996
Rikenellaceae_uncl(RC9_gut)	CH4_ml	0.21243256507526476	0.1881683082716115	0.35189446950495895
uncl(NK4A214)	ph	0.21215875797245798	0.1887516350595835	0.35189446950495895
uncl(NK4A214)	Butyrate_d	-0.2120472893552073	0.1889894773285374	0.35189446950495895
Sphaerochaeta	Acetate_Propionate	-0.21125860998015747	0.19067835487186116	0.3541169447620279
Methanobrevibacter	Tot_gas	0.21036829103301394	0.19259766575261547	0.3559317297489455
Ruminobacter	Valerate_d	-0.2103435663015587	0.19265116001796073	0.3559317297489455
Christensenellaceae_uncl(R-7)	CH4_p	0.20981515328854836	0.19379693747675933	0.357125799731657
Prevotellaceae_uncl(UCG-001)	Acetate_d	0.20919540437087072	0.19514687066115405	0.35868897820751966
Catenisphaera	Tot_gas	0.20791103695153768	0.19796551197965764	0.36233091675160395
Olsenella	Acetate_d	-0.20752769278746994	0.19881230091801233	0.36233091675160395
Negativicutes_uncl	IsoValerate_d	-0.20734172757062871	0.19922400333044454	0.36233091675160395
Sphaerochaeta	Propionate_d	0.2072913265972519	0.1993356873406447	0.36233091675160395
Methanosphaera	IsoButyrate_d	0.20714414868655756	0.19966207160857616	0.36233091675160395
Streptococcus	Acetate_d	-0.2068124246695248	0.20039908196577705	0.36274770533045725
Comamonas	NH3N_d	-0.2056962406410141	0.2028929633713389	0.3657528763199494
Pseudobutyrivibrio	VFA_d	0.20561186276723944	0.20308236629233553	0.3657528763199494
Clostridia_uncl(vadinBB60)	VFA_d	-0.20425971191428596	0.20613440969070412	0.37031684152978256
Prevotellaceae_uncl(YAB2003)	NH3N_d	-0.20402610800697965	0.2066649169292228	0.37033938747968503
Prevotellaceae_uncl(YAB2003)	CH4_ml	-0.20361248507655677	0.20760657388411344	0.37109675081785276
Eubacterium_nodatum	Propionate_d	0.20324745435116862	0.20844008345605597	0.37165750541416465
Christensenellaceae_uncl(R-7)	Acetate_Propionate	0.20296965699576341	0.2090759628447921	0.3718639637662347
Bacteroidales_uncl	Tot_gas	0.20240274084890097	0.21037781862635938	0.37293949480616045
Fibrobacter	Propionate_d	-0.2022524636320976	0.2107238544079564	0.37293949480616045
Acetitomaculum	Valerate_d	-0.19971839378817824	0.2166185221045798	0.3824252921105544
Erysipelotrichaceae_uncl	ph	-0.198370563597217	0.21979976727839565	0.38708579705431745
uncl(F082)	Tot_gas	0.19713817103495196	0.22273658299424698	0.39129399715205554
Sphaerochaeta	NH3N_d	-0.19648975671847077	0.2242925415930664	0.3927690309331403
Christensenellaceae_uncl(R-7)	ph	0.19633090090152572	0.22467487224007607	0.3927690309331403
Bacteroidales_uncl	Butyrate_d	-0.1945474187546503	0.22899801073789314	0.39935018945754536
Comamonas	Propionate_d	-0.192735687893602	0.23344746379455486	0.40538053404708285
Clostridia_uncl(vadinBB60)	CH4_ml	-0.1926433364130046	0.2336758357442395	0.40538053404708285
Bacteroidales_uncl	Valerate_d	-0.192423254276403	0.23422067984850004	0.40538053404708285
Comamonas	Acetate_Propionate	-0.19222032133680964	0.23472383369998923	0.40538053404708285
Coprococcus	ph	0.18971944609870184	0.24098487624292445	0.4151908108763638
Comamonas	ph	-0.18922572341712246	0.242234147463743	0.4163399409533083
Limosilactobacillus	Acetate_d	0.18765247093389467	0.24624409497596256	0.4222170933041085
Sphaerochaeta	CH4_ml	-0.18688124803912504	0.2482260265628277	0.42459715069957366
uncl(Family_XIII_AD3011)	Propionate_d	0.18470201783200374	0.25388411533128924	0.43323900348895417
Lachnospiraceae_uncl(NK3A20)	IsoButyrate_d	-0.18228258581568715	0.2602660465545175	0.4424343017821545
Comamonas	Acetate_d	-0.18219078841236472	0.26051026720319864	0.4424343017821545
Rhodospirillales_uncl	Tot_gas	0.18100779149570667	0.2636711667245371	0.44674143177261616
Pseudoramibacter	VFA_d	0.18067936567514312	0.26455318607857414	0.4471761892344693
Prevotella	ph	0.17942698976089413	0.267934462118295	0.4511389585092863
Catenisphaera	CH4_p	0.17934400252780353	0.2681595207922331	0.4511389585092863
Candidatus_Methanomethylophilus	IsoButyrate_d	-0.17870453343060816	0.2698979208812163	0.45299768410814467
Dialister	Propionate_d	-0.17820109968681822	0.27127171643665465	0.45302738767112377
Rikenellaceae_uncl(RC9_gut)	CH4_p	0.17800507414506986	0.2718078823904616	0.45302738767112377
Pseudoramibacter	Tot_gas	0.17797485063353247	0.2718906111860737	0.45302738767112377
uncl(WPS-2)	IsoButyrate_d	-0.17777063253540973	0.2724500373406758	0.45302738767112377
Clostridia_uncl(vadinBB60)	ph	0.17740495297185055	0.2734536516911035	0.4536412087219003
Sphaerochaeta	Valerate_d	-0.17577210234180027	0.277964612265847	0.4592595884863793
Pseudoramibacter	Acetate_d	0.1757143529358717	0.2781250375029402	0.4592595884863793
uncl(WPS-2)	CH4_p	-0.17505983968217184	0.27994747342711596	0.4612037868672533
Ruminobacter	Tot_gas	-0.17461881784676136	0.28117984319458506	0.4621691675497202
Streptococcus	IsoButyrate_d	-0.1736176772948698	0.28399048068070315	0.46571833414381364
Muribaculaceae	Valerate_d	-0.17328453987875206	0.28492977621513793	0.46618945078678176
Methanomicrobium	CH4_p	0.1725626417252417	0.28697211282999857	0.4684590426334452
Prevotella_7	Tot_gas	-0.1719996276887664	0.2885715145359507	0.4699968858615143
Megasphaera	Tot_gas	-0.1711756794016992	0.2909225503471922	0.47274914431418735
Clostridia_uncl(UCG-014)	IsoValerate_d	-0.16945973206474296	0.2958583751223022	0.47967967848627224
Methanomicrobium	VFA_d	-0.16784725971911665	0.3005453036346933	0.48554877418641207
Clostridia_uncl(UCG-014)	Acetate_Propionate	0.16774760623424423	0.3008365132371756	0.48554877418641207
Lactobacillus	IsoButyrate_d	0.16689952919952536	0.3033220818717162	0.4884578570681916
Candidatus_Saccharimonas	CH4_ml	0.1663304103185283	0.30499739617773536	0.4894297679928205
uncl(UCG-010)	Valerate_d	-0.16613481140283753	0.3055745385736231	0.4894297679928205
uncl(UCG-010)	Acetate_d	0.16597861054102983	0.3060359303508652	0.4894297679928205
Prevotella_7	Acetate_Propionate	-0.16576632855168297	0.30666368679829875	0.4894297679928205
Pseudoramibacter	Acetate_Propionate	0.1654999405346426	0.30745260226502896	0.4895960147427521
Syntrophococcus	Tot_gas	0.1649305562817998	0.30914316944658427	0.49119414700957276
Clostridia_uncl(vadinBB60)	Propionate_d	0.16411748435769363	0.3115674756719311	0.49377988421712415
Prevotellaceae_uncl(UCG-003)	Tot_gas	0.16392212508237083	0.3121517589736225	0.49377988421712415
uncl(WPS-2)	ph	0.1636628283591998	0.312928337005896	0.4939155871064363
Acinetobacter	CH4_p	0.16250139782640885	0.3164217203368124	0.4976726880349671
Syntrophococcus	CH4_ml	0.1622560067204733	0.31716294557779123	0.4976726880349671
Prevotellaceae_uncl(UCG-001)	VFA_d	-0.1621786458630424	0.31739684719432865	0.4976726880349671
Methanomethylophilaceae_uncl	Tot_gas	-0.16073188338071046	0.32179114134277587	0.5034587878776471
Eubacterium_nodatum	Tot_gas	0.16044863690294284	0.3226558945152075	0.5037095296471034
Ruminobacter	CH4_p	0.15998874613460418	0.32406303928110003	0.5048040807973563
uncl(UCG-010)	CH4_p	0.15961340596771947	0.3252143202652601	0.5054961717166543
Acinetobacter	CH4_ml	0.1592275655805174	0.32640046734675043	0.5056398370225986
Prevotellaceae_uncl(UCG-003)	ph	0.15912340934058242	0.32672112546075605	0.5056398370225986
Negativicutes_uncl	CH4_ml	0.1577910211286913	0.3308403665970946	0.5109089894533966
uncl(UCG-010)	Acetate_Propionate	0.15617387496618465	0.33588308818649937	0.5156901714870755
Pseudoscardovia	NH3N_d	0.15597580106145364	0.3365039860579475	0.5156901714870755
Olsenella	Tot_gas	0.15591120443648404	0.3367066288103615	0.5156901714870755
Fibrobacter	Butyrate_d	0.15587462531099258	0.33682141270554444	0.5156901714870755
Succinivibrio	IsoButyrate_d	-0.1556059313856277	0.33766530413390294	0.5158775479823517
Monoglobus	CH4_ml	-0.15500492766610713	0.33955760163680304	0.5176624417277488
Comamonas	Valerate_d	0.1542690534583626	0.34188341701843683	0.518043982102431
uncl(UCG-010)	Butyrate_d	-0.1540554502285017	0.34256036223365227	0.518043982102431
Lactobacillus	Acetate_Propionate	0.15401984835385962	0.3426732705900626	0.518043982102431
Dialister	Valerate_d	0.15385339158248898	0.34320147718696026	0.518043982102431
Bifidobacterium	Acetate_Propionate	-0.15378124952348518	0.34343055596720595	0.518043982102431
Fibrobacter	IsoButyrate_d	-0.1527521293122337	0.34670860956662375	0.5218876965055494
Limosilactobacillus	Valerate_d	0.1523371745236188	0.34803575424646105	0.5225629087762405
Prevotella_7	IsoButyrate_d	-0.1520619153352414	0.3489178200973556	0.5225629087762405
Negativicutes_uncl	IsoButyrate_d	-0.15192728157403548	0.34934974880425584	0.5225629087762405
Izemoplasmatales	Butyrate_d	-0.15114697339714753	0.3518595264521893	0.5252182910507627
Clostridia_uncl(UCG-014)	CH4_p	0.15052552817678197	0.3538661569833905	0.5271131296731755
Acetitomaculum	Propionate_d	0.1490240246802265	0.3587430443027686	0.5324863170676104
Limosilactobacillus	NH3N_d	0.14893718187998012	0.3590263449801264	0.5324863170676104
Lactobacillus	Tot_gas	0.14872853785417062	0.3597075400610571	0.5324863170676104
uncl(Family_XIII_AD3011)	IsoValerate_d	0.1479812369659068	0.36215376544021516	0.5349998807639542
Ruminobacter	Acetate_d	0.1474948421540412	0.36375129805327433	0.535465505997885
Methanomicrobium	Propionate_d	0.14740793274436437	0.36403719126291956	0.535465505997885
Streptococcus	Propionate_d	-0.1471402445018067	0.3649186132562271	0.535465505997885
Muribaculaceae	IsoValerate_d	0.1469746318821912	0.36546456912862646	0.535465505997885
Clostridia_uncl(UCG-014)	IsoButyrate_d	0.14654012446690018	0.3668992842375439	0.5364682785886378
Lachnospiraceae_uncl(NK3A20)	Propionate_d	-0.14569940422403493	0.3696848390416434	0.5394380814587245
uncl(UCG-010)	CH4_ml	0.14478067487240878	0.3727432434759822	0.5408481201589889
Succiniclasticum	Butyrate_d	-0.14473375573047692	0.3728998376504097	0.5408481201589889
uncl(Family_XIII_AD3011)	CH4_p	0.1447275800551845	0.3729204520816525	0.5408481201589889
Monoglobus	Acetate_Propionate	-0.14211876142564744	0.38168919182610495	0.5524448829062045
Lachnospiraceae_uncl(NK3A20)	Acetate_d	-0.1406719219219219	0.38660418558921616	0.5584282680733123
Methanobacteriaceae_uncl	Acetate_Propionate	0.14014488973918013	0.388403712398701	0.559768886410763
Catenisphaera	Valerate_d	-0.13982634432314525	0.38949374097394385	0.559768886410763
Bifidobacterium	IsoButyrate_d	-0.1397133026293249	0.389880986618965	0.559768886410763
Pseudoramibacter	IsoButyrate_d	0.13832411088131083	0.39465824864845744	0.5654922801275493
Pseudoscardovia	VFA_d	0.13782427307288003	0.39638540760909335	0.5668311328810035
Methanomethylophilaceae_uncl	VFA_d	-0.13679223290691564	0.39996538559243633	0.5703874342846953
uncl(UCG-010)	ph	0.1366478179915862	0.40046782099428957	0.5703874342846953
Catenisphaera	VFA_d	0.13610772262362766	0.40235009623732787	0.5719290632399392
Olsenella	IsoButyrate_d	0.13518954365361555	0.4055616827753835	0.5753504031436493
Clostridia_uncl(UCG-014)	ph	0.1348662003009849	0.40669615643044577	0.5758173303916213
Negativicutes_uncl	Tot_gas	-0.13348660574223215	0.411556941737356	0.5808530554910408
Bacteroidales_uncl	NH3N_d	0.13339591777402593	0.4118776211663744	0.5808530554910408
Muribaculaceae	Butyrate_d	-0.13286418030104072	0.41376074501010596	0.5823601037051688
Izemoplasmatales	IsoValerate_d	-0.13226945310689506	0.41587272725106683	0.5841827111680016
Lactobacillus	Acetate_d	-0.13164438319458696	0.4180990323924997	0.5861584473737985
Methanobrevibacter	ph	-0.13135944355652826	0.41911613013815296	0.5864345069447737
Olsenella	ph	0.1311253497758634	0.41995277683679444	0.5864574910904453
Izemoplasmatales	IsoButyrate_d	-0.13060267858334243	0.42182418953424516	0.5879226033469499
Streptococcus	Butyrate_d	0.129580108047837	0.42549902151558006	0.5918906622249801
Succinivibrio	Acetate_Propionate	-0.128929366651309	0.42784691316873813	0.5940010542051413
Comamonas	VFA_d	-0.125728605534178	0.4395001698939408	0.6082372381408447
Negativicutes_uncl	Acetate_Propionate	-0.1256462462381986	0.43980231065568776	0.6082372381408447
Coprococcus	CH4_p	0.12417177253284925	0.4452308413265397	0.6145560840704167
Eubacterium_nodatum	CH4_ml	0.12365667102639788	0.4471358812154024	0.6159964452196776
Methanobrevibacter	CH4_ml	-0.12310579742877534	0.4491781342912944	0.6176199346505298
uncl(F082)	Acetate_Propionate	0.1215938593298694	0.45480935601280725	0.6241625519177681
Succiniclasticum	Propionate_d	0.12128747832817932	0.4559551062166942	0.6244267617559149
uncl(WPS-2)	VFA_d	0.12092914337860551	0.4572971196153469	0.6244267617559149
Prevotellaceae_uncl(YAB2003)	Butyrate_d	-0.12084252125110242	0.45762185057356564	0.6244267617559149
Lactobacillus	ph	-0.11970230390834209	0.46190788393258553	0.6279116976215656
Lachnospiraceae_uncl(NK3A20)	Valerate_d	0.11969584020798814	0.4619322418866343	0.6279116976215656
Streptococcus	VFA_d	-0.11822660111533284	0.46748677827841345	0.6292821206116667
uncl(WPS-2)	NH3N_d	0.11805294832344641	0.46814562149105143	0.6292821206116667
Methanobacteriaceae_uncl	IsoValerate_d	-0.11793981990996333	0.46857509901658156	0.6292821206116667
Christensenellaceae_uncl(R-7)	IsoValerate_d	-0.11781274921870356	0.46905775612930045	0.6292821206116667
Sphaerochaeta	Acetate_d	0.11776297321245627	0.46924689402952335	0.6292821206116667
uncl(F082)	ph	0.11776076643780789	0.4692552802260319	0.6292821206116667
Pseudobutyrivibrio	IsoButyrate_d	0.11773067887276427	0.4693696270841079	0.6292821206116667
Limosilactobacillus	Propionate_d	-0.11756978977001181	0.4699813320372448	0.6292821206116667
Monoglobus	IsoButyrate_d	-0.11702723441602232	0.47204725614324605	0.6298217150372999
Methanomethylophilaceae_uncl	Acetate_d	0.11700131562728333	0.4721460688950947	0.6298217150372999
Lactobacillus	NH3N_d	0.11647114851703537	0.47416967546071676	0.6313432364141759
Monoglobus	VFA_d	-0.11379100108056607	0.4844692341190687	0.643857811143372
Coprococcus	IsoValerate_d	-0.11345689726258468	0.48576127050257245	0.6443771955646369
Lachnospiraceae_uncl(NK3A20)	VFA_d	-0.11321728534960171	0.48668899135963306	0.6444122755965512
Negativicutes_uncl	NH3N_d	-0.11281618704351656	0.48824400398492274	0.6450081392329534
Rhodospirillales_uncl	CH4_ml	0.11241437750744253	0.4898043487092498	0.6450081392329534
Prevotellaceae_uncl(YAB2003)	Acetate_d	-0.11240383008940291	0.4898453421027884	0.6450081392329534
Dialister	Butyrate_d	0.1114238800194109	0.4936617152680326	0.6488384676776532
uncl(WPS-2)	CH4_ml	-0.10934860194591794	0.5017939474558827	0.6583168301485434
Dialister	Tot_gas	-0.10880683258918677	0.5039280816773892	0.6599058212442002
Megasphaera	Acetate_Propionate	-0.10738935904249243	0.5095334551538432	0.6657657962008249
Shuttleworthia	Tot_gas	0.10720488443552689	0.5102652535916812	0.6657657962008249
uncl(F082)	CH4_ml	0.10593479062278001	0.5153179131182662	0.670970294584582
Methanobacteriaceae_uncl	IsoButyrate_d	0.10573098682901534	0.5161309958342939	0.670970294584582
Syntrophococcus	IsoButyrate_d	0.10486546021374403	0.5195911464267375	0.6741104326244299
Pseudoramibacter	NH3N_d	0.10465553258907884	0.5204321102219375	0.6741104326244299
Pseudoramibacter	IsoValerate_d	0.1042155831492339	0.5221967159339423	0.6751729690646814
Acetitomaculum	IsoValerate_d	0.10318281610901629	0.5263506359377024	0.6790665876841516
Catenisphaera	IsoValerate_d	-0.10299504028352217	0.5271076309995862	0.6790665876841516
Methanobrevibacter	IsoButyrate_d	0.10168486407791347	0.5324042406926143	0.6844975797503607
Fibrobacter	Tot_gas	-0.10145471609572969	0.5333373159810879	0.6844975797503607
Methanomicrobium	CH4_ml	0.1012432587085736	0.5341953139869948	0.6844975797503607
Succinivibrio	Tot_gas	0.10082575010997245	0.5358913359592065	0.6854424064594501
Negativicutes_uncl	Butyrate_d	-0.10007037308690674	0.5389664611195901	0.6860248031941957
Monoglobus	IsoValerate_d	-0.10005165454941556	0.5390427715703237	0.6860248031941957
Limosilactobacillus	ph	0.10000693797725627	0.53922509006313	0.6860248031941957
Rikenellaceae_uncl(RC9_gut)	IsoButyrate_d	-0.09884978422444006	0.5439533256561007	0.6897775185258155
Clostridia_uncl(vadinBB60)	CH4_p	-0.09881293379409005	0.5441042244035803	0.6897775185258155
Shuttleworthia	NH3N_d	-0.09797662092389148	0.5475342018610175	0.6928972643019956
Comamonas	CH4_ml	-0.09492655076760696	0.5601297374095546	0.7031719556350339
Erysipelotrichaceae_uncl	CH4_p	0.09482475745387273	0.5605524148360277	0.7031719556350339
Shuttleworthia	Acetate_Propionate	0.0947636319262622	0.5608062982340698	0.7031719556350339
Fibrobacter	VFA_d	-0.09431306347835493	0.5626793701931374	0.7031719556350339
Prevotella	CH4_p	-0.094116546846339	0.5634972222758656	0.7031719556350339
Pseudoscardovia	Tot_gas	0.09411213019897992	0.5635156095532201	0.7031719556350339
Negativicutes_uncl	Valerate_d	-0.09410495732852057	0.5635454720621212	0.7031719556350339
uncl(Family_XIII_AD3011)	Butyrate_d	-0.09398461002345519	0.5640466180831911	0.7031719556350339
uncl(UCG-010)	IsoValerate_d	-0.09387470057267217	0.564504479069244	0.7031719556350339
Ruminobacter	CH4_ml	0.09345531573099104	0.5662531287020949	0.704123455690431
Monoglobus	Valerate_d	0.09032016131441799	0.5794037070556095	0.7186084353966683
Prevotella	CH4_ml	-0.09017124339104655	0.5800317580915573	0.7186084353966683
Methanosphaera	ph	0.08996145893330812	0.5809170288940899	0.7186084353966683
Sphaerochaeta	CH4_p	-0.08891704360816766	0.5853333708348856	0.7225722597805436
Pseudobutyrivibrio	Acetate_Propionate	0.08872606811973423	0.586142532409392	0.7225722597805436
Methanosphaera	IsoValerate_d	-0.08689117477058668	0.5939422066502336	0.7309271562046764
Acinetobacter	Propionate_d	0.0859828854134794	0.5978199018032277	0.7344351027307695
Lachnospiraceae_uncl(NK3A20)	IsoValerate_d	-0.08553590173901213	0.5997322210284128	0.7355206484310723
Pseudobutyrivibrio	Acetate_d	0.08497958809975112	0.602115988961029	0.7371796782656435
Pseudoscardovia	Valerate_d	0.08391215897973829	0.6067012889952532	0.741523797660865
Dialister	CH4_p	0.08258258403713724	0.6124335171131997	0.7472524995493819
Bacteroidales_uncl	IsoValerate_d	-0.08225739031936932	0.6138390226047639	0.7476591790459435
Acetitomaculum	CH4_p	-0.08188259665385064	0.6154605927304755	0.7476591790459435
Pseudobutyrivibrio	NH3N_d	0.08176100773020333	0.6159870434216405	0.7476591790459435
Methanomicrobium	Tot_gas	-0.08153882466890683	0.6169495323595897	0.7476591790459435
Lachnospiraceae_uncl(NK3A20)	ph	0.08066284529665742	0.62075038955086	0.7509924340589931
Succiniclasticum	IsoValerate_d	-0.07998874887488144	0.6236819192755321	0.7532644802060903
Candidatus_Methanomethylophilus	Acetate_Propionate	-0.07968438385759602	0.6250074313502079	0.7535924340900483
Succinivibrio	VFA_d	0.07872021051726501	0.6292140894690079	0.7573873299163983
Comamonas	IsoValerate_d	-0.0783636111200341	0.63077286133567	0.7579875560588303
Methanosphaera	CH4_p	0.07793427779738803	0.632651662578855	0.7589696958789954
Candidatus_Saccharimonas	ph	0.07701917811306244	0.6366638119056048	0.7612749767587143
Catenisphaera	Acetate_Propionate	0.0768761790785563	0.6372917035487449	0.7612749767587143
Izemoplasmatales	NH3N_d	-0.07676787320593807	0.637767428081776	0.7612749767587143
Pseudoscardovia	CH4_ml	0.07619047828671158	0.6403060009424741	0.7617991419631464
uncl(UCG-010)	VFA_d	0.07618332861482545	0.6403374605872041	0.7617991419631464
Prevotella	Tot_gas	-0.07572132509529092	0.6423716598101623	0.7621932605967849
Izemoplasmatales	Acetate_d	0.07562394578635954	0.6428007498459599	0.7621932605967849
Selenomonas	CH4_ml	-0.0752299609095736	0.6445379628813497	0.7629878202982865
uncl(WPS-2)	Tot_gas	-0.0745729306832891	0.6474391770929919	0.764908313367984
